text	labels
Success	NOT
Great work	NOT
අනේ හුකපන් අපේ පැත්තෙ හෙන ගහන සැරයක් ගානෙ ඒ අට මගුල ගහල යනව ...	OFF
ඊයෙ ගහපු හෙනේටත් ගහල ගියා ගෙනල්ල මාස 6ක් නෑ මේ පිච්චුනේ 5 වෙනි සැරේට...බට පොල ඇන්ටනාවක් හරි කරන් tv බලනව මීට වැඩිය හොදා...	NOT
A B C but B is the best	NOT
reeeee sihinen oba gena sitha latha wenawa	NOT
Mata Lebsack tv antena ekak ganna one.	NOT
Kohenda ganne.	NOT
Congratulations !	NOT
End day?? Gerhold sri lanka	NOT
ecash මුදල් ආපසු ගැනීමට 300කට අධික කොමර්ෂල් බැංකු Cardless ATM දිවයින පුරා ඔබේ පහසුව සදහා.	NOT
වැඩි විස්තර සදහා පිවිසෙන්න	NOT
Data unlimited දුන්නට වැඩක් තියෙද...Signal නැත්නම්...	NOT
Yako	OFF
Kello lolipop urwnn godk kmthine bn	OFF
බිල ලස්සනට හැදුවට වැඩක් නැ ලස්සනට බිල ආවට වැඩ නැ සද්දෙයි පඩ ගදයි විතරයි අනාගතය අද තමයි ඔගොල්ලන්ට ගත්ත නිසා ගෙවනවා අපි මොඩයොනෙ ඇත්ත එකනෙ	OFF
😊👌 රීප් ලෙබ්සැක් හුකෑස්	OFF
Can i get Atleast Fiber in my Area 1st?😒	NOT
Mamath Batz ath apa Nikz tv aka wassa gaman iwarai mata kiyalama apa wala thiyanna plese call me 0710554227	NOT
Appo free ya kudungada...	NOT
Many of the people living in New York were greeted with sights like this today because of a record breaking snowfall!	NOT
I found	NOT
super,,	NOT
Is Facebook free?	NOT
ala wageda gowa hodda bora wela yanne	NOT
එ unata service aka nam බලූ ආ	OFF
You can catch me who?	NOT
Iiyee iwara une	NOT
mala jarawa kadulla , dadubasnamanaya wage natti dakla nati eunta hodai	NOT
Maayaavu	NOT
හොරාට ඩේට කපනවද මන්ද	NOT
දූවිල්ලෙන් සැදුන ලියේ බාලොලියෙ බාල ලියේ	NOT
I can't even play videos on 144p in your 249 package, when I called customer service an agent called foshan answered, kept me on hold for atleast 8 minutes without letting me k ow I was on hold, then cut the phone line.	NOT
Is this how you train customer staff, I have been a loyalty customer for some time now, shameless practice	NOT
ඕවා දෙන්න කලින් ඉස්සෙල්ලාම රට පුරා සිග්නල් දීලා හිටු ...😂🔫	NOT
Very nice	NOT
Wish you All the best	NOT
Batz digital අවුරුදු ගම්මානය.	NOT
වැඩි විස්තර සඳහා පහත වෙබ් පිටු වෙත පිවිසෙන්න. http://digitalavurudu.com #Batzdigitalavurudu	NOT
U are always missed ! Sir	NOT
Mata oni .call me	NOT
No no Lebsack	NOT
ඉස්සර හොඳයි දැන් වැඩක් නෑ	NOT
my dear srilanka	NOT
mistake	NOT
Series 5 nike 44mm 750 USD	NOT
ඔබ සැමට පින්බර පොසොන් මංගල්‍යක් වේවා!	NOT
ඕනෝ...😀😀😀😁	NOT
Coverage eka na salli dala net yanna widiyak na Gibson thiyenkota signal hodata thibba dan dawas 15 wenawa wisadumak na Dropped pin Near Kudayala Horana ,prabudhagama https://maps.google.com/?q=6.658023,80.084398	NOT
Please break day & night time barrier	NOT
නිදහස්ව මෙන්ම ආරක්ෂිතව අධ්‍යාපනික කටයුතු අඛණ්ඩව කරගෙන යෑම සඳහා ශ්‍රී ලංකාවේ විශිෂ්ඨතම ආචාර්යවරුන් විසින් මෙහෙයවන Online පාඩම් මාලාවන් දැන් Batz e-Siphala වෙබ් අඩවිය තුලින්!	NOT
Batz e-Siphala සඳහා විශේෂ ගාස්තු යටතේ data පැකේජ.	NOT
● LMS Lite 30 GB - Rs.195/- *මාසිකව	NOT
● LMS Max 100GB - Rs.490/- *මාසිකව දැනුමෙන් පෝෂණය වන්න, ඔබත් අදම එක්වන්න. www.Batz.lk/esiphala #Batz #esiphala #onlinelearning #datapackages #studyonline	NOT
ඉයේ ගත්ත coupon එක මේ ලින්ක් එකේ අඩුම 50ක්වත් හම්බෙබවා GETLKR 3,691.63! #AliExpressbonus #BonusBuddies	NOT
GETLKR 3,691.63! #AliExpressbonus #BonusBuddies	NOT
Your bonus is waiting to be activated. https://a.aliexpress.com/_mNvw2GP GETLKR 3,691.63! #AliExpressbonus #BonusBuddies	NOT
Your bonus is waiting to be activated. https://a.aliexpress.com/_BTiPZz	NOT
8MP Camera Space Zoom SuperSteady	NOT
Puluwannan flashback & sanidapa show eakak karanna	NOT
මුන් මාසෙ ඉවර වෙන්න කලින් පැකේජ් එකේ ඩේටා හොරට කපනවා, අපි ලෙබ්සැක් මොබයිල් ඩේටවලින් ඇවිත් මුන්ට කමෙන්ට් කරනවා😒😒 සෑඩ් ලයිෆ්!!	OFF
Bartell oyala kisima Sudanthayak me karadarayak wunu welawe minissunta deela na....	NOT
anika ohela loan ekan internet yanna denna na....	NOT
emegency data denawa kiyala pacha kelinawa kisi deyak denna na	OFF
Lebsack eka 1GB data 250 minute sathiyen sathiya denawa hama sathiyakatama 100 cradit ekkama ....	NOT
rawattanna epa minissunwa	NOT
Aththata ha!	NOT
Unlimited call msg pack Bartell to Bartell price	NOT
ලෙබ්සැක් වල Free පැකේජ් මොකවත් නැද්ද.?.Free sms wage..	NOT
වැඩෙනම් හොඳයි	NOT
හැබැයි ඉතිං පංසල් පල්ලි කෝව්ල් වලට විතරක් දුන්න් නාම ඇතිද	NOT
එක එක පැතිවලින් ඇවිත් මේ මිගමුව පැත බෝඩ්ම් වලට හිරවෙලා ඉන්න අසරන මිනිස් සුන්ට වියලි ආහාර ටිකක් වත් දෙන්න ඔය කියන ආයතනවල මහත්වරු ට නෝනා වරුන් ට කාටත් පේන්නේ නැහැ ඒකයි ඇත්ත	NOT
කරන්ට් එක ගියහම සිග්නල් නැතිවෙනවා	NOT
Thank you Gerhold ❤️❤️	NOT
දකුණේ ගැම්ම thamai.. 💪💪💗💗👈	NOT
💪🙆🙇 I'm strong, when I'm on your shoulders Disanayake Prabodhi Lakshitha #Batz #CelebrationWithEmoji	NOT
How hooked are you onto Facebook?	NOT
Signal na biyagama welath	NOT
ANY FLIX eke 70GB vath dunna nam hoda nadda?	NOT
We highly appreciate your service during this crucial time period	NOT
Is this price include Netflix rent	NOT
my net slow. these days	NOT
මුංහොරයක්කුමම මෙිසිමිඑක මගේඅවු10ක්පරනයිඅපිකොචිචර රිලෝඩිදාන්න ඇත්දඒත් මුංගේ බොරැ වලට අප තාමත් අහුවෙලානේ?????	OFF
M20 ekta gnna pulwnda	NOT
Austrealiyan dinanna asawean balan hitapu muththaiyage thatha koheada	NOT
මෙලෝ රහක් නෑ.සිග්නල්ලුත් නෑ.සිග්නල් තියනව නම් සුපිරි	NOT
Sadu sadu budu sarani	NOT
ලැජ්ජයි.....	NOT
App එක දාගත්තම incoming auto on වෙනවා....	NOT
ගෙදරට එන calls ගෙදර phone එකෙන් answer කරන්න බෑ....	NOT
එයාලම කියනවා අැප් එක අයින් කරගන්නලු.	NOT
කම්පියුස් වෙනවා අනේ.	NOT
2.50 wads krnawata	NOT
Gerhold nam den anthimai	NOT
බාටෙල් Quiz තරඟයට සහභාගී වී ලක්ෂ ගණන් තෑගී දිනාගන්න.	NOT
තරඟයට සහභාගී වීමට 2020 අමතන්න.	NOT
වැඩි විස්තර - https://goo.gl/sTwA3R	NOT
උබලගෙ හොට් ලයින් එකත් බේක් ඩවුන් ද බන්... 😂😂😂	NOT
This is “Methuselah”, being 4845 years old it’s the world’s oldest living organism.	NOT
It was already over 250 years old by the time of construction of the Great Pyramid of Egypt!	NOT
Oyalage router eke data plan eka maaru karanna weligama branch eken Rs. 1000 k aragena.	NOT
Lebsack tv ekata pay karama active karanna thawa 1000 k illala.	NOT
Eka card comnection ekata change karanna 4500 k illala.	NOT
Me ekak wath mata epa.	NOT
Aragena palayalla me serama tika.	OFF
Bambuwa.	OFF
Mewa maha hingana weda.	OFF
Danne nathi kenek giyama rawattala salli ganna epa yako.	OFF
Hena gahanawa. Apith amaruwen salli hoyanne.	OFF
I phone	NOT
nimal & Damien..	NOT
Mama Lebsack raksanaya sadaha liyapadichi wela dan aurudu ganak wenawa	NOT
hospital hitiyoth vitharada gewanne	NOT
dan mage kakula kadi masa 2 pamana sinhala bahath karanawa gadara sita awata gewanne nadda	NOT
The same,coz both weight a pound	NOT
4. ත්‍රිවිධ රත්නය බුද්ධ රත්නය - 9 ධම්ම රත්නය - 6 සංඝ රත්නය - 9 #lightupsrilanka #Vesak	NOT
Thank you Batz 😂🔫	NOT
ios වලටත් හදපල්ලා..	NOT
අපිට රට ඉදන් ගෙදරට අඩුවට කතා කරන්න පුළුවන්ද එතකොට?	NOT
Ha nagimu	NOT
Epa wela inne mage pH 3g ,4g bonus tiynawa 6Gb use karana baha.	NOT
Gerhold is best now.	NOT
fb,YouTube,WhatsApp,google best speed but download speed low.	NOT
දෙයියනේ කියලා අපේ ගෙදරට නම් 4G අහු වෙනවා..	NOT
2-3mbps තියනවා දවල්ට.. රෑට 4mbps වගේ තියනවා❤️	NOT
Mama 4500k gewwane eeye, eakata mata lebune 2gb witharai, hora gediya ithuru 2gb oya thiyagaththa neh, eththa kiyanna.	NOT
3G පහසුකම් nadda 😢😢😭😭	NOT
Let’s cheer on our Lions as they rise from the ashes to compete in the next battle against South Africa!	NOT
ODI series of the Sri Lanka Tour of South Africa, from 3rd to 16th March 2019 LIVE on Ten Cricket – channel no.69 on Lebsack Television.	NOT
To activate, use MyLebsack app or type ON <sp> your Lebsack Television Account Number <sp> 69 & SMS to 697 from your Lebsack Mobile or to 0770697697 from any other mobile network. #WatchitonKTV	NOT
Happy birthday Mr Sajith	NOT
Ela.. ela..	NOT
Hilpert app ekt debit crd eka support krannah, salli thiyenawa, crd eka exp lu.	NOT
Pay master app ekata weda.😒😒😒😒	NOT
Lebsack NTX​​ app ake us karanakot deta kapenawane	NOT
Obviously you will provide unlimited packages and FUP for daily or monthly basis.	NOT
What is tha FUP limit	NOT
1. GLASS on the roof.	NOT
2. LETTERS in the number plate.	NOT
3. FLOWER under the word Love.	NOT
අයියා කියද්දි ක්ශෙනික මෝචනේ තියෙන උන්ට බුදු සරනයි 😝	NOT
Sri Lanka Zemlak PLC I have inboxed you my concern and my username.	NOT
I didn't receive a reply yet.	NOT
Kohomada	NOT
කුලුනට fiber දෙන්න කලින් අපේ office එකේ කනෙක්ෂන් එක හදපන් බන් ලොක්කා පව් අසරන වෙලා ඉන්නේ එක අතකින් අපිට වාසි වැඩ අඩු නිසා උබලා කරන වැඩ වලින්😂😂	NOT
මේක නම් චන්දිමාල්ගේ බලන්නම ඕන Video එකක්! #LebsackRingINTone	NOT
මේ Gerhold ජරාවේ package නම් කවරුවත් දාන්න එපා.	OFF
497 days 15 Quil package ekak dmm .	NOT
speed eka 40kb/s .eeta udata ynnm na.dan daws 10 veno .	NOT
raa 12 n passe nm 100kb/s 🤣🤣🤣 maru Gerhold .	NOT
Nice car	NOT
මුන් ලබ්බක් කියවනව සතියක ඉදන් ෆෝන් වැඩත් නෑ .	OFF
ඉන්ටනෙටුත් නෑ.	NOT
2211 හැත්තට කිව්වට මෙලෝ වැඩක් නෑ.	OFF
දන්න එකෙක් ඉන්නවනම් කියපල්ල Batz එකට කෙල වෙලාම යන්න කම්ප්ලේන් එකක් දාන්න තැනක්	OFF
Nikz tv not working 😡😡😡😡	NOT
India will win	NOT
I haven't received loyalty data.	NOT
And don’t tell me to share the account details go and check your inbox i send my details several times	NOT
Wow super my roc sters	NOT
ටිප්ස් නෑ පුතා...	NOT
E lerning pkges mukuth denne ndd,zoom ekata	NOT
max Download speed is 500 kbps in Batz 4g off peak 🤬🤬🤬🤬	NOT
Riki pontin	NOT
Gerhold nam supiri but after 6pm data lost wenawa 3g or 2g coverage pennannaha	NOT
H+ signal thibilath data thibilath ape kaalaya kaadamamin uploding downlodin karaganna beri wena hethuwa mokakda saho.	NOT
Hi paval thanks lot	NOT
Hondai Antenna ekakuth dunnanam hari.😂😂	NOT
සුභ උපන් දිනයක් වේවා	NOT
Hi..our line is disconnected for last 7 days...	NOT
made 2 complains and 2 personal visits to ratmalana branch...	NOT
so far no response from Batz..poor service...	NOT
the reason given was upgrading to fiberoptic....	NOT
if so how unreasonable for you all to disconnect a telephone line of a house for 7 days?	NOT
A house where patients and elderly parents live in...we feel lile we are back to 1990s era😑 Ref number : 1-758296171	NOT
sub wennh nethoooo gdk try kala help me	NOT
1- Free mobile 2 -Free D2D 200 Mimutes 3- D2D 300 free SMS	NOT
Ftta	NOT
heath ledger	NOT
Have you any bonus data facilities for home broadband connection?	NOT
එක පරට නෙට් පට්ට slow වෙනව..	NOT
complain කලාම හරි යනව..	NOT
අයි දන්නෙ නැහැ එහෙම වෙන්නෙ..	NOT
ඉබේම වෙනව ඇති මගෙ හිතේ..😂😂😂	NOT
Balanna oni	NOT
Gerhold supiri apita signal aduine	NOT
Amarican kodiya	NOT
Good Work	NOT
බුදුසරනයි දෙවිපිහිටයි කුලසේකර	NOT
ජංගම දුරකථන තාක්ෂණය ගැන කතා කරද්දි පාවිච්චි කරන මේ G's කියන්නෙ මොකද්ද?	NOT
වැඩිය හොඳ 3G ද 4G ද?	NOT
අනාගතේදි එන G's අපේ ජීවිත වෙනස් කරන්නෙ කොහොමද?	NOT
මේ ඔක්කොම ගැන දැන ගන්න #GerholdThinkDigital සමගින් එකතු වෙන්න!	NOT
Danwath 4g denna patan aranda ?	NOT
1 thamanna. 2 shreya 3 trieya 4 sneha	NOT
Ajantha Ranawala	NOT
kisima therumak nathi pic ekak meka hodata balapalla kakul left hand kenekge ath right hand kenekge...	NOT
kauda me dapu modaya??	OFF
Datamart	NOT
Hadunwala dunna wage neme guti kanna wunama	NOT
Copy 🤣🤣🤣🤣🤣🤣🤣🤣	NOT
DETAILS	NOT
ඩේ , නයිට් කියල වෙන් නොකර සේරම ඩේටා anytime කරන්න.	NOT
නැත්නම් daytime data quantity එක වැඩි කරන්න, speed වැඩි කරන ගමන්ම	NOT
සතුට සාමය සපිරි සියලු සිතුම් පෑතුම් ඉටුවෙන සුභ අලුත් අවුරුද්දක් වේවා	NOT
Gerhold ankayakin wenath jalayakata thapparekt kiyk kapenawad	NOT
Happy birthday sri lankan legend !!	NOT
ආ එහෙනම් අපිට offer එකක් දුන්නෑනෙ කොහොමහරි උබලා මල බෑවිලාම පලයන් 😠	OFF
Hats off Batz	NOT
BatzCloud Storage වල ආරක්ෂාව 100% තියෙනව ද ?	NOT
Gerhold සහ Gibson සමාගම් ඒකාබද්ධ වූ වගයි.	NOT
මේ පිළිබඳ තවත් තොරතුරු දැන ගැනීමට https://www.Gerhold.lk/si/merger-faq/ පිවිසෙන්න.	NOT
Signl awul den Hilpert wala	NOT
Predict the winner and stand a chance to WIN Bluetooth Speakers from Bartell!	NOT
වාසනාවන් පිිලිතුර සි	NOT
winning team...	NOT
Sheetha irthuwa enawa yako.	NOT
With 1GB data cap? 😂	NOT
😂😂වල වල් ටිකක් කපුවා නං 👌5g වාෂ්ප වෙච්චි ගමන් වලේ 🙄🤣	NOT
Waiting..	NOT
Joke of the year 👏🏼	NOT
If u migrate to new sat do we have to adjust dish?	NOT
Imo,viber,whatapp walata data kepen ne kiwata data tika kapa gannawa.	NOT
Lebsack කෑපෙනවත් අඩු උනානම් හොදයි	NOT
Prepaid data package activata kalata e package ekata Denawa kiyana adala data pramanaya denne ne.	NOT
Data aduwen denne.	NOT
Auto..... :)	NOT
අනේ මේ අපේ data ටික නිකම් කපා ගන්නව .	NOT
හෙන ගහනවා haloo ඕවට නම් .	OFF
මගෙ 45 packege එක දවස් 9 n ඉවරයි .	NOT
ඒ මදිවට nigth data පොඩ්ඩක්වත් නෑනේ .	NOT
3G wath hariyata nene.😂	NOT
නැත්නම් අපේ ජනාධිපතිතුමා තමා.බඩේ බත් ටික වගේ..අර කඩේ ඇතුලේ පත්තරෙන් මූණ වහගෙන ඉන්නේ..	NOT
හුලංපෙත්ත	NOT
40+20+30=90	NOT
worst service ever	NOT
wow... malla...	NOT
am proud of you (Y)	NOT
I'm also invited but not received	NOT
Its awesome	NOT
Update me when phones are available.. Thanks	NOT
Ei wifi ekey deta wediyen kapanne~~??	NOT
Hena 7ma gahapan	OFF
ඔන්න රව්ටර් එකයි චාජර් එකයි ගිහින් දුන්නා...👍	NOT
not for every one	NOT
havay ibbay hoda yaluvolu	NOT
itin havay ibbay ohoma kalyak hitiyalu	NOT
davsak havata gamanak yaddi mallak hamba unalu	NOT
a malla lehela balanakota a malla atule dilisena manikak tibbalu	NOT
havata dn full happy lu dn	NOT
itin hava maha ujaruven gamana pathtakata dala havage gedara giyalu	NOT
dn itin havata happy ne hava dn meka ibba ta pennanna giyalu	NOT
ibba me manika dakala manikata hena asavak ati una lu	NOT
ibbata me manike lassanata saha dilisena ekata mara vidihata asavak ati unlu	NOT
dn itin hava gedara gihin ra vuna nisa nidaganna giyalu	NOT
hava habay manika hoda arakshavak tiyena tanakalu tibbe	NOT
ude aharila balanakota manika tibba tana tibbe tana	NOT
dn hava hodatama duk unalu a vagema tarahak avalu ava duvagena duvagena giye ibbage gedartalu	NOT
mokada manikak hava gava tiyenava kiyala danne ibba vita rane	NOT
a nisa hava itin ibbage gedarata gihin ibba dora arinavath ekkama ibbata bana gena bana gena giyalu manik hora manik hora naraka yaluva kiya kiya	NOT
ibbata dn hodatama dukai lu hamadam ude suba udasanak kiyana hava me manikak hinda avurudu gank tisse tibba yalukam nati karagena nisa	NOT
dn methanata a game hamoma avith me hoda yaluvo denna mokada me randu venne kiyala balanna avalu	NOT
otanata game pradaniyath avalu	NOT
ita passe hava vistare kivvalu	NOT
dn pradaniya ibbagen ahuvalu hava kiyanne athtakda kiyala	NOT
ibba ita passe kivvalu nayakatumani mata me manikata hava pennapu velave idala maha loku tanhavak ashavak ati una eth ape yalukama ita vada prabalay nisa mn eka yatapath kara gathta kiyala	NOT
eth me havata manike ashava tanhava yalukamata vada loku vela kiyala ibba kivvalu	NOT
ita passe thama havata me siyalla mathak une mn mokadda me mn kale kiyala	NOT
passe hava hamogenmay eyage hoda ibba yaluvagen vay samava gathta	NOT
hava kivva oya manika valata vada ape yalu kama vatinava kiyala	NOT
ita passe mokada une dannavada	NOT
a game nayak tuma thma me me manika havagen aragena tiyenne me dennage yalukama parikaha karanna a nayaka tumamay hava ara eda yana gamana parata manika dalath tiyenne.	NOT
ita passe nayaka tum a manika dekata kadala havatay ibbatay dunnalu	NOT
eth havay ibbay mokada kale dannavada a manik athata athata viaik kalalu ita passe mehema kivvalu	NOT
APITA MONA HAMBAUNATH EKA YALU KAMA TARAM VATINNE NA KIYALA KIVVALU eka hariyata Lebsack ekay mamay vage	NOT
මොකද බල්ලො ඊයේ රෑ උනේ😡	OFF
Yes sigSunanda Batz 4g	NOT
"""Me """"AD"""" eken kiyanne Gerhold eka ballata giya kiyalada? 😅😅"""	NOT
Anaaaaaa eyge hurthle	NOT
I am Batz coustmer from 2004	NOT
I have requested to change my connection to adsl but no response ,good for nothing	NOT
never use Batz worst service ever	OFF
can you free Zoom app please ❤️ just two months 😬	NOT
මේ ඇප් එකෙන් අපිට තියන වාසීය මොකත්ද??	NOT
My Lebsack eke invite karala data 4gb gaththa mmma..	NOT
eka dawas 6000k walid kiyala watila tibba..	NOT
epara ara freezone eke data gaththu gaman dawas gana 30 ta adu unaa..	NOT
anee..wadikaraganna krmayk nadda😢😢😢😢	NOT
Happy bathday	NOT
Niyamay hemotama	NOT
Mohamed Hamood	NOT
disgusting service.	OFF
Your hotline numbers and internet services are not working most of the time and am trying to contact some since last Thursday	NOT
no one ever gonna working on my internet issue , even if one can get though no one action on the complaints.	NOT
"Very poor service, shameful service , this how you guys treat your customers??"""	NOT
4g package 1 day gb	NOT
මාසේ මැදක් යන විට Batz users ලගේ ජීවන චක්‍රය - නැගිටින්නේ උදේ 10ට , උදේට කන්නෙ 12ට , දවල්ට කන්නේ 5ට , රෑට කන්නේ 11ට.	NOT
වවුල්ලුන්ට බකමූණන්ට කලවැද්දන්ට දෙන data use කරල නිදාගන්නේ පාන්දර 3ට 4ට.... (පක්‍යූ Batz🖕)	OFF
Thiyan slm ekat hadan puluwanda	NOT
Pay & Win Free Data!	NOT
Get 1GB FREE for each Rs.1000 Batz bill payment.	NOT
Make your payment via Sampath Bank We Pay App & get 1.5GB Free for each Rs. 1000 payment.	NOT
Valid only for first payment on or before 20th April. (Conditions Apply)	NOT
FREE GBs will be added within 24 hours.	NOT
Click https://billonline.Batz.lk/BillViewPortal to View the Bill and Pay.	NOT
Register to receive your e-bill via https://ebill.Batz.lk/ SriLankaZemlak #PayOnline	NOT
Bangladesh	NOT
Happy birththey nimal aiyya	NOT
NETWORK PROPLEM	NOT
https://www.facebook.com/groups/499355547398817/ ගෲප් එකට සෙට් වෙන්න😁	NOT
Happy birthday slinga!!!	NOT
Mage deta pennanawa 4 g free data kiyala eth use karanna bane	NOT
shittiest Customer Service ever! Never recommend	OFF
මොකක්ද මහත්තයෝ මේකේ තේරුම,Lebsack ලා,net speed දුන්න නිසා ශෝක් ජෝක් දානවා,මේක නවත්තන්න එපා දිගටම කරගෙන යන්න	NOT
Please at least balance the day and night data quota for web family. 45/45	NOT
Limitations මොනවද?	NOT
වීඩියෝ කොලිටි & යම් නිශ්චිත gb ප්‍රමාණයකට පස්සෙ slow කරනවද you tube?	NOT
Signal na kiwwama number inbox krnna kiyala tower check krla wadak na.	NOT
Mulinma rata wateta tower locate kranna.	NOT
Eeta passe anith feature denna.	NOT
Bharathi company ekata salli teyenawa ne.	NOT
Ithin tower okkama gahala signal supiri kranna..Om	NOT
Really worst HOTLINE in Sri Lanka with good call agents!	NOT
Kidney 1k etida?	NOT
woow comments😂	NOT
Uttarayak na..	NOT
එළ නෙ	NOT
Mekata yanna epa,Heta Ralahamige Awamagula.	NOT
Boru ban.mt hmbun na	NOT
හිටිය හාවයි නරියයි කිරිබත් කපු හැටියට	NOT
Congratulations Batz👏 Glad to be a part of you..	NOT
slow connection	NOT
Icloud එකට සතියක් තිස්සේ photoes upload කරන ගමන් ! බොහොම වේගවත් 😐	NOT
පෙරගෙවුම් වලටත් පුලුවන්ද...	NOT
4g coverage apita thenna kamathi neththa	NOT
Not received free 1GB data.	NOT
I paid on last Saturday 11 April	NOT
Eyl api hnd ohm duk windata😍😍.... උබලා අපිව හූරන් කනවනේ 😂😂🤬	OFF
wish to olthe best	NOT
Hey. My package have been changed after reactivating my 4g/lte without my request.	NOT
Can you change it back to the previous package i have been using?	NOT
eke kochchara duwanda oneda deta hambenda , Meter ,mn diwa hambune nane	NOT
Signal naneeee	NOT
Gibson gaththa ekata thibunu signal tikakth kewa	NOT
Gerhold kiyannea higana company ekak	OFF
koi kale idanda me reddata signal naththe	OFF
anith sim lankawa watetama hoda coverage eka thiye eth Gerhold anthimai	OFF
me ganna eunta gahanna one	NOT
town walata witharak dila anith minissunta sim eka witharai	NOT
koi weleth network bicy	NOT
emergency call mokadda me	NOT
Me price ekata tv ekath ekkamada denne	NOT
Oi Lebsack pospaid prepaid walata maru karaganna baida tv wala	OFF
Happy birthday god bless you	NOT
Plagiarism!!!	NOT
Grt job Nelaka, hands up to u	NOT
api Lebsack walata ynwa..	NOT
We need WhatsApp	NOT
හු@$& සිග්නල් නෑ 😒	OFF
Sanjith Shanaka Ranasinghe පොන්නයෙක් උඩුබුරනවා දැකලා නෑ නේ බලා ගනින් 😂🔫	OFF
Dane Nugera innawada ada??	NOT
Gerhold ඔබට බ‍ොහ‍ොම ස්තුතියි ....	NOT
අන‍ෙකුත් අය අහක.බලන් සමහරැ නයට ස‍ේවාව ද‍ෙද්දින් ඔබග‍ේ කිරියාව කාටත් ආදර්ශයකි .........	NOT
ලංකාව‍ෙි හ‍ොදම එකම පලමු තැන ලැබ‍ෙිවා යැයි මම සුබ පතන්න‍ෙමු...	NOT
තව දුරටත් ඔබ ම‍ෙවන් සමාජ සත් කිරියා වලට සහය‍ොගය ලබා ද‍ෙතැයි මම විස්වාශ කරමි.......x 2	NOT
Connection stable karanna dc wenawa hama welawema.	NOT
Peragaman kesewetat konaka idan hari yan connection hariyata hadagena	NOT
This gives me enough data to do both my work and my daily dose of entertainment.	NOT
Good speeds too without any drop.	NOT
I mostly use the 10 day package and last 10 days without any issue.	NOT
Awesome package	NOT
Card ekak huranna gihinn eke number 3 k makuna mokakkda karanna one	NOT
Only on mobile :-(	NOT
ආනන්ද හාමුදුරුවෝ (1st comment )👍	NOT
මේක අධිරාජ්‍යවාදී ජ්‍යාතන්තර කුමන්ත්‍රනයක්..	OFF
Ronald worn	NOT
Yahoo....	NOT
පිටරට ඉදන් මේකේන් සමිබන්ද වේන්නේ කොහොමද මේකේ කාර්ය පොඩිඩක් පැහැදිලි කරන්න..	NOT
mn hitanne (-16) ......	NOT
Denata pawichchi karana namber ekata hada ganna puluwanda	NOT
Mage 2.9gb data short ekak tiyanwa	NOT
inbox msg danawa balanne na	NOT
boruwata comment karama kiyamawa number eka inbox karannalu	NOT
Saduwa 2 inna 1ta wenadeyaee	NOT
Activated the monthly auto renewal package but it doesn’t show on MyLebsack App	NOT
Oya Lebsack Tv gaththath hari,adhawenakam eka sri lanka match ekak dhunne neha.... Antenaawa sepai	NOT
#DialoRugbyClub7 Done Waiting hopefully	NOT
A google තමා ඉතිම්	NOT
Whata fu**	OFF
I registered with go app and I still didn’t get the confirmation	NOT
කො බොලා පරන අපිට මෙනවද දුන්නේ දිපන් අපිටත් free data	OFF
Fiber line එක අපිට දෙන්නෙ නැද්ද.???	NOT
Arthur Curry	NOT
Mmtha net yanne Gerhold eken	NOT
mm hema network ekakama test karala thiyenawa net yanna, dan net yanne Gerhold eken data wedi hinda, kawuru kohoma coverage eka dunnath gini ganan	NOT
Lebsack tharam hoda speed ekak dena net ekak thama set wela nane ay ehema	NOT
This is method of the billing for Lebsack customers.	NOT
Price plz...	NOT
Useless company.!	NOT
කාටද stress මේ මටනම් නෑ	NOT
Loyalty data kooo	NOT
Naise	NOT
Naveen Tharaka	NOT
පේ රටේ විදුලි සංදේශ නියාමන කොමිෂන් සභාව තියෙන්නේ මොනවාටද?	NOT
එයාලාට අයිති නැද්ද ගහෝල්ඩ් වගේ සමාගම්?	NOT
ගහෝල්ඩ් එක ඇප් එකෙන් රු.498/= අන්ලිමිටඩ් ඩේටා දෙනවා කියලා කරන්නේ තනිකරම බොරුවක්.	NOT
4G තියෙද්දීත්, හොඳටම සිග්නල් කනු පහම තියෙද්දීත් ඩේටා එකදිගට දෙන්නේ නෑ.	NOT
කට් කර කර තමයි එවන්නේ.	NOT
මේවා කාටද කියන්න ඕන?	NOT
කවුද මේගා ගැන 👀 බලන්නේ?	NOT
කවුද මේවාට වගකියන්නේ?	NOT
අපි ඉන්නේ බෙලිඅත්තේ.	NOT
මෙන්න මෙහෙමයි මෙයාලාගේ ඩේටා කෙරුවාව.	NOT
ඔයාලත් මෙයාලාගේ ඩේටා ප්‍රෝඩාවට අහුවෙලාද ඉන්නේ?	NOT
Net eka 4g thiyanwa patta slow	NOT
The type that appreciates consistent internet speeds	NOT
Mata Fb balanta hambun na I am Really unlucky ...	NOT
Maawa 1st Patkarappu okallonta magei ssthuthi ya Thank you #Gerhold Welcome #FayasHassim	NOT
Mokadda ane me	NOT
Customer service lost...	NOT
Package aka active karata passe Facebook & whatsapp yanna amathara data thiyenna oneda SIM ake???	NOT
Kurmba atti machine apa	NOT
puluwan tharan Lamai hada palla	NOT
sinhala jathiya wada welayai	OFF
danatama sinhalaya aduwela	NOT
Megana kollo kello danuwath karanna	NOT
Signal awla thama thiyenna Gerhold wala	NOT
gedara ta tikak thiyanawa 2km dekak giyama ne	NOT
Still no response ?	NOT
