,Sentence,Hate_speech,Sentiment,Humor,Billing or price,Customer service,Data,Network,Package,Service or product,None
5806,අපිත් කැමතියි එකම රටක සමානාත්මතාවයකින් ජිවත් වෙන්න.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5807,Meheta 4g hdta thiyenawa,Not offensive,Positive,Non-humorous,0,0,0,1,0,0,0
5808,card ekkuth dala bln innawa me,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5809,sim eka disabled a aula thama hadala ne..,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
5810,dn dawas ganak kiyanawa.. 🤬 Gerhold Sri Lanka,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5811,Chocolates,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5812,Bindu bindu tharaka,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5813,Bartell mechchara kal pawichchi karpu apita gahanna one,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,0,1
5814,දිිඝායු ලැබෙිිවා නිිරෝගිි සමිිපත සමගින් .,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5815,UNP එක මේ පාර වැරදිලා හරි දින්නෝත් ඒකත් add වෙන්න ඕන පුදුම හතට..,Hate-Inducing,Neutral,Humorous,0,0,0,0,0,0,1
5816,"Fiber connection nam ganna epa,masa 9 yanawa active wenna",Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
5817,Ewata mun golui bn,Abusive,Negative,Humorous,0,0,0,0,0,0,1
5818,කොහෙද දන්නේ නෑ අඩු,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5819,signal deepn oi 😂,Abusive,Neutral,Humorous,0,0,0,1,0,0,0
5820,Vishistai,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5821,Batz self care app eka wada nne.......,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
5822,E bill ekt ynnth ba page ekn ai e ???,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5823,Mageth thiyanawa rewind karapuwama block wenawa.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
5824,servise eka hoda be.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
5825,199 any time data package eke 4g data lap eke use krnna berida?,Not offensive,Neutral,Non-humorous,0,0,1,0,1,0,0
5826,nththm settingswala wenasak krnna onida?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5827,Would be awesome if u introduce some postpaid packages for heavy downloading,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
5828,Great 😍😍,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5829,Batz SPEEDUP CYCLE RACE 😍😎,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5830,මගුලක් කතාකරනව මුන්.,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
5831,iptv දීපල්ල,Abusive,Neutral,Non-humorous,0,0,0,0,0,1,0
5832,සිරි ලංකාවේ හොදම අන්තර්ජාල පහසුකම තියෙන්නෙ සෙම්ලැක් එකෙ කියනවා.,Not offensive,Neutral,Humorous,0,0,0,1,0,0,0
5833,රිවයින් කරලා බලන්න පුළුවන් වෙන්න පියොටිවිත් දෙනවා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5834,කොටින්ම කියුවොත් සිරි ලංකාවේ අංක 01.,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5835,එත් කියන්න සතුටුයි දැන් මාස හතරක් වෙනවා වහින්න කළු කරත් සිග්නල් නැ.,Not offensive,Negative,Humorous,0,0,0,1,0,0,0
5836,ටිකක් රස්නෙට පායන් ආවාත් සිග්නල් නැ.,Not offensive,Negative,Humorous,0,0,0,1,0,0,0
5837,සතියට දවස් දෙක තුනක්ම හදන්නත් එනවා.,Not offensive,Neutral,Humorous,0,1,0,0,0,0,0
5838,බටපොල ඇන්ටනාවට පින්සිද්ද වෙන්න ටිවි එක බලාගෙන ඩෙටා කාඩ් එකට පින්සිද්ද වෙන්න අන්තර්ජාලේ කරක් ගහලා මාසෙ බිල ගෙවලා සතුටෙන් ඉන්න කාලයක් බොලව් මේක....,Not offensive,Neutral,Humorous,0,0,0,0,0,1,0
5839,සිරි සෙම්ලැක් ආයතනයට මාගේ ප්‍රනාමය.... 🙏 🙏,Not offensive,Positive,Humorous,0,0,0,0,0,0,1
5840,මනුෂ්‍යත්වයේ නාමයෙන් මටත් මේවගේ වටිනා දරුවෝ ගොඩාක් ඉන්නවා,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5841,Anith ungen parissam karata wadak na..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5842,Lebsack eke unmane kelinne salli tkata..😑,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,0,1
5843,I am 7 years old custermer Bartell i want montero,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5844,Hu,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5845,A real gentleman who represented the gentleman's game.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5846,You made our nation proud before the international arena.,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5847,Thanks for everything!,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5848,Matanam eka hodat weda,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5849,4 ඉතිපිසො භගවා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5850,"Very bad service no signal to moratumull area , always disconnecting, we had been using Atisalat no since inception, please help, this problem since 6 months",Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
5851,Rs. 69 package eka denna barida,Not offensive,Neutral,Non-humorous,1,0,0,0,1,0,0
5852,SPB Miss you,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5853,Danwa,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5854,Priyankawala lagadi 4g denawada,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
5855,Tama ude 7i anytime data kepenwa ?,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
5856,Cal kalata ekek answ krne nehe,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
5857,yep,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5858,මම ගහෝල්ඩ් සිම් එකක් ගෙනාවා පෙබරවාරි 28 සිකුරාදා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5859,විනාඩි 20කින් සිම් එක දාන්න ඇක්ටිව් වෙයි කිව්වා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5860,ගෙදර ඇවිත් සිම් එක දැම්මේ පැයක් විතර යන්නැති.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5861,ඒත් සිම් එක ඇක්ටිව් වෙලා නෑ.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
5862,දැන් සති දෙකකටත් වැඩී.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5863,hotline කතාකරල කම්ප්ලේන් එකකුත් දැම්මා,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5864,ඒත් තවම සිම් එක ඇක්ටිව් කරල නෑ,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5865,පුලුවන් ඉක්මනින් සිම් එක ඇක්ටිව් කරල දෙන්න කියල ඉල්ලා සිටිනවා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5866,Is there any expiry date for the above package?,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
5867,Bila ikmnata gewa gannda krana upakramayak 😂,Not offensive,Neutral,Humorous,1,0,0,0,0,0,0
5868,107 packege eke whatspp video download krnn puluwnd free data walin?,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
5869,Ape paththe thama ara double data card eka nane?????,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5870,Waiting .......,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5871,Gerhold .....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5872,Suparrrrrr,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5873,Even i haven't received free loyalty data for this month.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
5874,Usage meter does not work properly.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5875,Complained 4 times but nothing happened,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
5876,Inboxed,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5877,Kohomada daganne,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5878,Don't miss these Quarter-finals on Lebsack TV! #WorldCup,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5879,Candy camera on please off that😂😂😂😂😂😂🎷🎷🎷🐤🐤,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5880,Ko apita mokuth nene den awrudu 4 k wenawa mage Gerhold akata,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5881,Ayyo mokada ma iranda ba,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5882,Thank you Lebsack ❤️,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5883,msg vitharak hari,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5884,"Says Youtube unlimited, but using the data from the free data bundle.",Not offensive,Negative,Non-humorous,0,0,1,0,1,0,0
5885,Even the video quality is 360.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5886,What a logic 🤦‍♂️🤦‍♂️🤦‍♂️,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5887,මොන යායෙ?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5888,Lebsack very slow.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
5889,2G only,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
5890,Dan cmnt eka hari giyoth apita denavada oya denava kiyana evva,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5891,"Due to the prevailing situation with the Covid-19 pandemic, we are working from home using your connections.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5892,But your services get lost all the time.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5893,Please check the complaints you are getting and try fixing it as soon as possible as this is really burdensome. 🤬🤬🤬 https://ibb.co/gFNWDPC,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
5894,Hariyata payment karanna puluwan bank tika kiwoth hodaiii..,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
5895,mokada hama bank ekakinma bhane...,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
5896,මෙක බැලුවාම තමා දැනගත්තෙ බල්ලොත් දැන් දඩාවතේ යන එක නවත්තලා. Youtube Facebook යනවා කියලා 😂🙏 nice try,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5897,bns lveit,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5898,Godak thanx Gerhold,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5899,Arthur Curry #challenge2 #Gerhold4G #Gerholdmoviepremier #Aquaman,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5900,.marketing and custemer service verry bad company in sri lanka,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
5901,Yako kalakanniyo star sports 2 activate wenne na,Abusive,Negative,Non-humorous,0,0,0,0,0,1,0
5902,hadala depan yako,Abusive,Neutral,Non-humorous,0,0,0,0,0,0,1
5903,match ekawat balanna na kalakanni,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
5904,80221920 accnt numb eka 😨😨,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5905,Thanks a lot #Gerhold👍👈,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5906,මොන පචයක්ද බන් මෙන්න මගෙ එකේ ඩේටා ඉවරයි ඊයෙ රෑ ගියා විතරයි free කියපු නිසා,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
5907,The Answer is A - Asia,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5908,Ko DATA awe nane. Ada tharagen.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
5909,Nilpata aka adagena inna akkena,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5910,Tik tok walata නැද්ද,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5911,Mung kaum my favorite,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5912,කොහොමද ganne,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5913,Will this add automatically or any other process to be done?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5914,Dont activate bcz its cheating that is very very slow,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5915,How to find my Batz user name and password,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5916,Tikat oyala thiyaganna.,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5917,Rs 100 relod ekak denna,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5918,Kumar sanggara,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5919,Series 6 blue 44 mm can ?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5920,And price please,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
5921,අර ඩබල් ඩේට දෙන කාඩ් ඒව දැන් ලන්කාවෙ හැම තැනකම තියෙනවද,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
5922,වැට් නැති උනාට තොපි ඩෙටා ස්පිඩ් එක ලිමිට් කරලා සිග්නල් අඩු කරලනේ,Abusive,Negative,Non-humorous,0,0,1,1,0,0,0
5923,I like this phone best brand,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5924,"When the news is all doom and gloom, check out out LinkedIn page for 9 ways to stay postitive!",Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5925,I am using Hilpert fully reload package.,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
5926,Last two years was working clearly but frome last month coverage not work.,Not offensive,Conflict,Non-humorous,0,0,0,1,0,0,0
5927,I informed to the customer service whom told that want to build nwe tower.,Not offensive,Neutral,Non-humorous,0,1,0,1,0,0,0
5928,What to do?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5929,Kandy thibuna seminer eke photos upload karala na,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5930,සිග්නල් නැතුව ඕව මොකටද ආයුබෝවන්ඩ,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
5931,Moda aathal didii magulak kiyawanne nathuwa ubalage network eke quality eka wedi kara ganin.,Abusive,Neutral,Non-humorous,0,0,0,1,0,0,0
5932,Data speed nam ajuuthai Lebsack wala den.,Abusive,Negative,Non-humorous,0,0,1,0,0,0,0
5933,Nath nam customer base eka thamai short wela yanne.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5934,Me inne,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5935,Aba Yaluwoooo....,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5936,Elamee,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5937,aduma tharame Peak- off peak wath ain karanna barida?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5938,මෙච්චර කල් පාවිච්චි කරන උන්ට ඔෆර්ස් නැද්ද යකෝ....,Abusive,Neutral,Non-humorous,0,0,0,0,0,0,1
5939,රෙද්දෙ වයි පයි ගහප් පොලේ.,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
5940,More Details,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5941,Kaaalakanni 😬,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
5942,1.5 down 0.1 up? y tho,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5943,Came here to read the comments and find the answer..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5944,i lost my sim can i get new sim for that number,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5945,lassanai,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5946,අංක 3 ආනන්ද ස්වාමින් වහන්සේ #lightupsrilanka #Vesak,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5947,පුතුනි ඔබට දලදා සමිදු පිහියි,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5948,මාසේ බිල ගෙවන් නෑ.ඒ සල්ලිවලින් ගන්නවා බටපොල ඇන්ටනාවක්,Not offensive,Negative,Humorous,1,0,0,0,0,0,0
5949,Vishan lalith army aluthma kridakaya,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5950,Monwad tiyn data pakge.,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
5951,සල්ලි ගානට වෙලාවට කපා ගන්නවනම් කනෙක්ශන් එකත් හරියට දෙන්න ..,Not offensive,Neutral,Non-humorous,0,0,0,1,0,0,0
5952,කෝල් මැසේජ් කරන්න බැරිව සිම් එකක් තියන් කොස් කොටන්නද 😐,Not offensive,Neutral,Humorous,0,0,0,0,0,1,0
5953,"උපතත් 12,මරණයත් 12...",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5954,රටේ සිටිය යුතු කෙනෙක්.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5955,"ඇයි මේ ලෙසින්,හොඳ මිනිසුන් අපිට අහිමි වෙන්නෙ.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5956,ඔබට නිවන් සුව ලැබේවා.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5957,What is YouTube unlimited package?,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
5958,ඩේටා මාරම විදියට කෑපෙන එක තමයි ඉතින් ඉතියෙන ලොකුම අවුල 😌,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
5959,Yea rite as if they're gna screen it in SL...,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5960,we gotta wait fr em torrents! -_- -_-,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5961,Mata labun na anika mata promo code ekak awet na😑,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5962,3G තියන පැති වලට 4g කන්නද.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
5963,3g සිග්නල් වත් හරියට එන්නෑ.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
5964,කොල් කරල කිවා එත් වැඩක් නෑ.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
5965,Wena කවුරුත් hitiyema නැද්ද danna,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5966,Mona tibunath signal ne,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
5967,fix the redlines plz,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5968,Sim 1 k kiyada,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5969,I didn’t receive my loyalty data.,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
5970,I inboxed my no,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5971,Yes you already blast my data.,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
5972,I activated 199 data card in the morning .,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
5973,By now my internet package is over without doing anything,Not offensive,Negative,Non-humorous,0,0,0,0,1,0,0
5974,Your Lebsack service is so irritating,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5975,Please give me a valid reason for this before i report your service,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5976,Mekath chathura senarathne ge wadaka broo....,Not offensive,Neutral,Humorous,0,0,1,0,0,0,0
5977,Photos send කරන පිලිවෙල එවන්න,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5978,Way to go 👏,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5979,Mokadda,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5980,Me okkom 2020d😅,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5981,thank youuuu,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
5982,ඔය එක Text Message එකකට රුපියල් කීයක් ද මහත්වරුනි?,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
5983,ඊට අමතරව ඒ සේවාවට මාසිකව කීයක් අයකරනවද?,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
5984,එසේම බිල් එක ගෙවල දවස් කීයක් යද්දි වගේ ද ඕක එන්නෙ?,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
5985,Hotline එකට කීපාරක් කෝල් කරන්න ඕනැද ඔය SMS එක එන්න?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5986,"තවත් එකක්.. කී පාරක් මගෙ හැඳුනුම්පත් අංකය, දුරකථන අංකය සහ ඊ-මේල් ලිපිනය එවිය යුතු ද?",Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
5987,රුපියල් 85ක් යකෝ extra GB එකක්.,Abusive,Negative,Non-humorous,1,0,0,0,0,0,0
5988,කජු ඇටද කොස් ඇටද. මුන්ගේ හෙන ප්‍රෝඩාව බන් තියෙන්නේ.,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
5989,2 time in champions trophy history (include 2017 final),Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5990,Worst customer service ever..,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
5991,raised a complain 3 days back..,Not offensive,Neutral,Non-humorous,0,1,0,0,0,0,0
5992,no one attended.,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
5993,Highly disappointed,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5994,Api ta.naa,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
5995,I want to be it.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5996,How to get.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5997,Tell me,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
5998,lol really?,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
5999,a unable wage bn potha,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6000,මගේ හෝම් බ්‍රෝඩ්බැන්ඩ් එකේ 8gb තියෙන්නේ.,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
6001,20gb කරගන්නේ කොහොමද.,Not offensive,Neutral,Non-humorous,0,0,1,0,0,0,0
6002,App එකෙන් සපෝර්ට් කරන්නේ නැහැ,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
6003,Kapal sim ganna baedoooio,Not offensive,Neutral,Non-humorous,0,0,0,0,0,1,0
6004,happy birth day,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6005,ලංකාවේ මීඩියා වල ඉන්න උන්ට කොපි කරන්නේ නැතුව හිතන්ඩ මොලයක් නැද්ද? R I P Allen Collins,Hate-Inducing,Neutral,Non-humorous,0,0,0,0,0,0,1
6006,Apith ynwa සහෝ,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6007,"Una bata, matalu, sahalbag, sawkola, koskola Yoda Kaduna toy ekaka kearakena Kotasak yodagena headu ape punchi wesak kuduwa.",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6008,Me dws walanm net speed hdtma slow ai e?,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
6009,Mata mathakai,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6010,Pubg,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6011,ඒ උනාට දැන් ලෙබ්සැක් මෙලෝ රහක් නෑ.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
6012,මම දැන් ලෙබ්සැක් පාවිච්චි කරන්නේ මගේ contact number එක මාරු කරන්න බැරි නිසා.,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
6013,නැත්නම් මම මේ ලෙබ්සැක් sim එක කෑලී කෑලී වලට කඩලා වවිසි කරලා.,Hate-Inducing,Negative,Non-humorous,0,0,0,0,0,1,0
6014,Signals නෑ Net පට්ට slow H+ තිබ්බට net යන්න බෑ.,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
6015,Speed නෑ.,Not offensive,Negative,Non-humorous,0,0,0,0,0,0,1
6016,Internet data මාර විදියට කැපෙන්නේ.,Not offensive,Negative,Non-humorous,0,0,1,0,0,0,0
6017,Free talk time නෑ,Not offensive,Negative,Non-humorous,0,0,0,0,0,1,0
6018,Gerhold data balance balanna wenama code ekak dial karanna onada ??,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6019,No kick at all! :-/ Good for a sweep ticket ad!,Not offensive,Neutral,Humorous,0,0,0,0,0,0,1
6020,රෙද්ද තමා 4G දෙන්න කලින් 3G වත් හරියට දිහල්ලකෝ,Abusive,Negative,Non-humorous,0,0,0,1,0,0,0
6021,Wow pattta,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
6022,Teamkokis,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6023,naviya innawada,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6024,Mase mula idalama internet slow...,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
6025,katha krama 4n answer kranne na...,Not offensive,Negative,Non-humorous,0,1,0,0,0,0,0
6026,Monawada oii kranne... 😠😠😠,Abusive,Negative,Non-humorous,0,0,0,0,0,0,1
6027,Please,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6028,"මාත් ගොඩාක් කල් ඉදන් ගන්නවා ලෙබ්සැක් එකෙන් ගොවිසෙත, මහජන සම්පත ලොතරැයි දෙක .",Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6029,මටනම් තාම ඇදුනේ නෑ.,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6030,3.5gb denna rs.495 k ganna pissuda manussayo😂😂,Not offensive,Negative,Humorous,1,0,0,0,0,0,0
6031,Deta kana Lebsack,Hate-Inducing,Negative,Non-humorous,0,0,1,0,0,0,0
6032,sri lanka win,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6033,Signal slow ne Gerhold,Not offensive,Negative,Non-humorous,0,0,0,1,0,0,0
6034,I need zoom data unlimited package,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
6035,ko snake ladder game eka?,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6036,Gagiya ela ela,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
6037,Happy.🎂,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6038,අද Pay කරන බිල් වලටත් මේක හම්බෙනව නේද ?,Not offensive,Neutral,Non-humorous,1,0,0,0,0,0,0
6039,New,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
6040,Gerhold wala daya card wala valid day eka wedikara denu manawi😭😭😭,Not offensive,Neutral,Humorous,0,0,1,0,0,0,0
6041,Denawa deta.mun ape salli gilinawa,Abusive,Negative,Non-humorous,0,0,1,0,0,0,0
6042,Congratulations winners Happy to see this,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
6043,Fattai aa,Not offensive,Positive,Non-humorous,0,0,0,0,0,0,1
6044,ගහෝල්ඩ් පැය 6යෙ අන්ලිමිටඩ් පැකේජ් එක තාම ගත්තේ නැද්ද....,Not offensive,Neutral,Non-humorous,0,0,0,0,1,0,0
6045,මෙන්න එහෙනම් ඒක ගන්න විදිහ..,Not offensive,Neutral,Non-humorous,0,0,0,0,0,0,1
