post_tokens,toxic_tokens,post_label
"['<user>', '<user>', 'from', 'being', 'killed', 'by', 'nazis', 'to', 'becoming', 'nazis']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",offensive
"['nigger', 'porch', 'monkey', 'tree', 'fruit', 'neggra', 'niggress', 'ol', 'black', 'joe']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['deport', 'every', 'muslim', 'trash', 'and', 'banislam']","[1, 1, 1, 1, 1, 1]",offensive
"['sweden', 'riot', 'police', 'forced', 'to', 'shoot', 'at', 'protestors', 'as', 'violence', 'erupts', 'yet', 'pm', 'is', 'in', 'denial', 'express', 'hotpagenews', 'com', 'r', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'love', 'my', 'little', 'cricket', 'nigger', '😁']","[0, 0, 0, 0, 0, 1, 0]",hatespeech
"['yet', 'here', 'you', 'are', 'being', 'triggered', 'like', 'the', 'utter', 'faggot', 'you', 'are']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",hatespeech
"['i', 'have', 'said', 'it', 'before', 'and', 'i', 'will', 'say', 'it', 'again', 'kc', 'queer', 'community', 'small', 'as', 'hell']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['she', 'single', 'cuz', 'she', 'can', 'not', 'find', 'a', 'nigga', 'worth', 'her', 'time', '✍', '🏼']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'you', 'should', 'support', 'families', 'victims', 'of', 'illegal', 'alien', 'crime', 'but', 'you', 'do', 'not', 'you', 'should', 'fight', 'against', 'abortion', 'but', 'instead', 'you', 'condone', 'it', 'including', 'late', 'term', 'and', 'even', 'after', 'a', 'baby', 'is', 'born', 'what', 'a', 'ghoul', 'you', 'are', 'northam']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['hyuck', 'and', 'yuta', 'lesbian', 'luvrs', 'they', 'love', 'me']","[0, 0, 0, 0, 0, 0, 0, 0]",normal
"['it', 'was', 'more', 'mainstream', 'media', 'bullshit', 'to', 'put', 'the', '<number>', 'white', 'girls', 'that', 'were', 'groomed', 'gang', 'raped', 'and', 'murdered', 'by', 'muslims', 'in', 'telford', 'in', 'the', 'shade']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'i', '’', 'm', 'actually', 'an', 'arab', 'muslim', 'and', 'i', 'hate', 'spicy', 'food', 'so', 'many', 'ppl', 'don', '’', 't', 'know', 'that', 'lmao']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['sorry', 'white', 'men', 'you', 'are', 'just', 'begging', 'to', 'be', 'cheated', 'on', 'vice']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['cucked', 'fuckyelp', 'sjw', 'faggots']","[0, 0, 1, 1]",hatespeech
"['yeah', 'right', 'this', 'is', 'one', 'of', 'those', 'taqqiyya', 'moments', 'is', 'not', 'it', 'where', 'it', 'fine', 'to', 'lie', 'to', 'non', 'muslims', 'honestly', 'a', 'white', 'woman', 'converting', 'to', 'islam', 'is', 'like', 'a', 'black', 'man', 'volunteering', 'for', 'slavery']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1]",offensive
"['all', 'funny', 'til', 'one', 'of', 'you', 'bitches', 'pop', 'tf', 'up', 'floating', 'in', 'the', 'gah', 'damn', 'river', 'somewhere', 'play', 'with', 'your', 'sex', 'toys', 'not', 'me']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['did', 'you', 'see', 'this', 'fyi', 'women', 'like', 'men', 'that', 'are', 'confident', 'in', 'being', 'men', 'real', 'women', 'do', 'not', 'marry', 'or', 'date', 'beta', 'males', 'do', 'they', 'i', 'salute', 'realmen', 'who', 'are', 'alphamales', 'all', 'over', 'the', 'world', 'raising', 'young', 'boys', 'to', 'become', 'respectablemen', 'that', 'what', 'i', 'do', 'every', 'day', 'realtalk']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['only', 'america', 'would', 'shut', 'down', 'the', 'whole', 'ass', 'government', 'over', 'a', 'fucking', 'wall', 'you', 'all', 'president', 'retarded']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",offensive
"['wanna', 'get', 'raped', 'im', 'so', 'horny', '<sad>']","[0, 0, 0, 0, 0, 0, 0]",normal
"['male', 'iguana', 'go', 'crazy', 'over', 'women']","[0, 0, 0, 0, 0, 0]",normal
"['why', 'are', 'only', 'white', 'nations', 'being', 'invaded', 'buy', 'non', 'white', 'immigrants']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'it', 'not', 'even', 'about', 'stans', 'you', 'a', 'whole', 'ass', 'white', 'chicken', 'nugget', 'calling', 'asians', 'ugly', '🤣']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",offensive
"['i', 'am', 'so', 'glad', 'i', 'am', 'home', 'time', 'to', 'stare', 'at', 'the', 'wall', 'and', 'listen', 'to', 'some', 'sweet', 'music', 'see', 'ya', 'later', 'niggerz']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['lol', '<user>', '\u200d', 'is', 'a', 'bitch']","[0, 0, 0, 0, 0, 1]",offensive
"['pretty', 'soon', 'the', 'ivy', 'league', 'will', 'be', 'synonymous', 'with', 'the', 'china', 'league', 'because', 'a', 'foolish', 'and', 'stubborn', 'insistence', 'on', 'open', 'borders', 'in', 'perpetuity', 'means', 'studygrind', 'cheating', 'asians', 'gradually', 'taking', 'over', 'all', 'white', 'western', 'schools', 'i', 'am', 'not', 'chinese', 'so', 'i', 'am', 'not', 'happy', 'about', 'this', 'outcome']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', 'dumbass', 'bitch', 'accurate']","[0, 1, 1, 0]",offensive
"['and', 'the', 'author', 'is', 'a', 'ratfaced', 'kike', 'faggot', 'absolutely', 'shocking']","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",hatespeech
"['man', 'somebody', 'is', 'getting', 'nasty', 'i', 'listened', 'to', 'a', 'clip', 'on', 'twitter', 'of', 'that', 'muzzie', 'zaweed', 'on', 'cnn', 'have', 'a', 'meltdown', 'and', 'it', 'attacked', 'my', 'machine', 'made', 'it', 'emitting', 'screeching', 'buzz', 'and', 'freeze', 'i', 'had', 'to', 'shut', 'it', 'off']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', 'what', 'happens', 'if', 'a', 'tourist', 'get', 'raped', 'now', 'he', 'dont', 'have', 'a', 'abaya', 'will', 'she', 'get', 'stoned', 'to', 'dead', 'or', 'will', 'they', 'look', 'for', 'who', 'did', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'sure', 'wish', 'i', 'would', 'have', 'saw', 'that', 'i', 'would', 'have', 'gave', 'that', 'hoe', 'a', 'piece', 'of', 'my', 'mind', 'fake', 'ass']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",offensive
"['those', 'we', 'should', 'care', 'for', 'before', 'we', 'worry', 'about', 'any', 'illegals', 'or', 'refugees', 'elderly', 'handicapped', 'veterans', 'children', 'homeless', 'not', 'necessarily', 'in', 'that', 'order', 'either', 'please', 'feel', 'free', 'to', 'add', 'any', 'groups', 'i', 'inadvertently', 'missed']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['my', 'gay', 'friend', 'gave', 'me', 'a', 'hundred', 'quid', 'for', 'a', 'picture', 'of', 'my', 'dick', 'i', 'regret', 'my', 'decision', 'every', 'day', 'now', 'spanish', 'prosecutors', 'are', 'looking', 'for', 'me', 'because', 'i', 'did', 'not', 'pay', 'tax', 'on', 'the', 'image', 'rights']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['scroll', 'down', 'one', 'of', 'the', 'faggots', 'looks', 'like', 'a', 'lumbersexual']","[0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",offensive
"['as', 'much', 'as', 'i', 'appreciate', 'a', 'format', 'of', 'open', 'discussion', 'i', 'really', 'just', 'want', 'a', 'facebook', 'that', 'i', 'can', 'say', 'beaner', 'on']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['just', 'as', 'you', 'can', 'not', 'treat', 'a', 'gentleman', 'just', 'like', 'an', 'redneck', 'you', 'can', 'not', 'treat', 'an', 'alpha', 'male', 'like', 'a', 'beta', 'male']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['like', 'i', 'said', 'these', 'pedantic', 'stop', 'talking', 'about', 'x', 'things', 'alt', 'right', 'spergs', 'do', 'are', 'retarded', 'and', 'lead', 'nowhere', 'productive', 'i', 'do', 'not', 'have', 'time', 'for', 'them']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['i', 'learned', 'a', 'new', 'ghetto', 'word']","[0, 0, 0, 0, 1, 0]",offensive
"['cbs', 'channel', '<number>', 'is', 'the', 'worst', 'lying', 'ass', 'disgusting', 'irresponsible', 'sand', 'nigger', 'leftard', 'propaganda', 'filled', 'media', 'of', 'all', 'time', 'they', 'are', 'almost', 'as', 'bad', 'as', 'cnn']","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['hm', 'gonna', 'go', 'out', 'on', 'a', 'limb', 'and', 'say', 'this', 'is', 'a', 'loser', 'gay', 'subhumam', 'muzzie', 'before', 'i', 'read', 'this', 'article']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",hatespeech
"['girls', 'are', 'hot', 'full', 'homo']","[0, 0, 0, 0, 0]",normal
"['<user>', 'not', 'good', 'good', 'vs', 'bad', 'more', 'like', 'they', 'both', 'suck', 'choosing', 'sides', 'is', 'what', 'the', 'zionist', 'and', 'the', 'arabs', 'like', 'i', 'could', 'care', 'less', 'if', 'they', 'kill', 'each', 'other', 'nobloodforisrael', 'we', 'have', 'our', 'own', 'problems', 'our', 'gov', 'is', 'commitiing', 'high', 'treason', 'while', 'being', 'tyrannical']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', 'well', 'he', 'was', 'ex', 'military', 'so', 'i', 'was', 'thinking', 'regulation', 'programmed', 'bot', 'sent', 'out', 'to', 'cover', 'up', 'the', 'public', 'outrage', 'over', 'the', 'chicago', 'kidnapping', 'now', 'it', 'probably', 'still', 'that', 'but', 'add', 'muzzie', 'to', 'the', 'mix']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",hatespeech
"['iranians', 'and', 'arabs', 'lived', 'in', 'sweden', 'when', 'you', 'were', 'a', 'kid', 'i', 'did', 'not', 'know', 'thought', 'i', 'thought', 'sweden', 'was', 'fairly', 'homogenous', 'until', 'recently']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",offensive
"['this', 'is', 'essentially', 'exactly', 'the', 'same', 'as', 'a', 'gang', 'of', 'junior', 'high', 'niggers', 'cornering', 'a', 'couple', '5', 'th', 'grade', 'white', 'kids', 'for', 'lunch', 'money', 'this', 'is', 'succumbing', 'to', 'bullying', 'and', 'whining', 'and', 'the', 'bullies', 'will', 'just', 'come', 'back', 'for', 'more', 'tomorrow', 'white', 'america', 'owes', 'niggers', 'nothing', 'they', 'already', 'have', 'not', 'been', 'gibben']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['in', 'the', 'long', 'run', 'we', 'are', 'all', 'dead', 'good', 'one', 'john', 'maynard', 'you', 'childless', 'faggot', 'fraud', 'i', 'hope', 'you', 'are', 'being', 'raped', 'by', 'flaming', 'demons', 'in', 'the', 'abyss']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",offensive
"['men', 'vs', 'women']","[0, 0, 0]",normal
"['why', 'are', 'you', 'worried', 'about', 'the', 'size', 'of', 'my', 'dick', 'you', 'fucking', 'faggot', 'sure', 'any', 'man', 'who', 'does', 'not', 'worship', 'women', 'is', 'white', 'trash', 'drop', 'dead', 'you', 'white', 'knight', 'piece', 'of', 'shit', 'you', 'are', 'the', 'type', 'that', 'would', 'let', 'your', 'wife', 'fuck', 'a', 'nigger', 'in', 'the', 'name', 'of', 'womens', 'lib']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",hatespeech
"['i', 'have', 'a', 'question', 'answer', 'honestly', 'how', 'many', 'men', 'prefer', 'a', 'slut', 'over', 'a', 'passive', 'woman', 'how', 'many', 'women', 'prefer', 'to', 'have', 'multiple', 'sex', 'partners', 'lastly', 'is', 'it', 'wrong', 'to', 'have', 'an', 'open', 'marriage']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['sounds', 'like', 'something', 'a', 'moslem', 'would', 'do']","[0, 0, 0, 0, 1, 0, 0]",offensive
"['i', 'will', 'miss', 'you', 'micro', 'nigger', 'chan']","[0, 0, 0, 0, 0, 1, 0]",hatespeech
"['<user>', 'fkn', 'ayye', 'you', 'are', 'so', 'sober', 'up', 'yah', 'big', 'dumb', 'gay', 'faggot', 'ass', 'pussy', 'bitch', 'love', 'yah', 'ed', 'muffin']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['vox', 'reported', 'this', 'week', 'that', 'if', 'we', 'get', 'tough', 'on', 'illegal', 'immigrants', 'then', 'a', 'negative', 'consequence', 'will', 'be', 'that', 'they', 'will', 'lie', 'on', 'their', 'census', 'forms', 'stupidlogic', 'if', 'we', 'get', 'tough', 'on', 'illegal', 'immigrants', 'and', 'deport', 'them', 'then', 'they', 'will', 'not', 'be', 'here', 'to', 'lie', 'on', 'their', 'census', 'forms']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['<user>', '<user>', '<user>', 'my', 'pasty', 'white', 'ass', 'needs', 'it', 'for', 'real', 'tho', 'heather', 'u', 'and', 'ur', 'hubby', 'should', 'join', 'us', 'next', 'time', 'make', 'it', 'a', 'pftpm', 'posse', 'remote', 'meer', 'up']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'know', 'where', 'they', 'ended', 'up', 'but', 'ashkenazim', 'wherever', 'they', 'are', 'are', 'of', 'that', 'italian', 'me', 'descent', 'was', 'under', 'the', 'impression', 'main', 'change', 'in', 'me', 'na', 'was', 'just', 'arabs', 'replacing', 'mixing', 'with', 'whoever', 'was', 'already', 'there']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",offensive
"['all', 'jews', 'using', 'a', 'computer', 'are', 'in', 'incurring', 'in', 'appropiation', 'of', 'an', 'invention', 'of', 'the', 'whiteman', 'all', 'jews', 'delete', 'your', 'accounts', 'now']","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['gab', 'chat', 'needs', 'reaction', 'emojis', 'or', 'something', 'for', 'when', 'somebody', 'says', 'something', 'really', 'clever', 'and', 'funny', 'cause', 'i', 'always', 'feel', 'like', 'a', 'retard', 'typing', 'lol', 'and', 'even', 'heh', 'feels', 'a', 'touch', 'on', 'the', 'retarded', 'side']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",offensive
"['lol', 'go', 'find', 'some', 'jews', 'and', 'ask', 'em', 'how', 'they', 'feel', 'about', 'their', 'white', 'privilege']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['<user>', '<user>', 'she', 'will', 'blame', 'it', 'on', 'jews', 'or', 'trump', 'i', 'bet']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",offensive
"['hey', 'fellow', 'white', 'man', 'never', 'trust', 'the', 'jews']","[0, 0, 0, 0, 1, 1, 1, 1]",hatespeech
"['if', 'a', 'pussy', 'nigga', 'sneeze', 'we', 'gon', 'bless', 'em']","[0, 0, 1, 1, 0, 0, 0, 0, 0]",offensive
"['naw', 'it', 'probably', 'nigger', 'obama', 'fault', 'shift', 'the', 'blame', 'ok', 'i', 'blame', 'the', 'jews', 'whatever', 'please', 'quit', 'the', 'bitch', 'fit', 'with', 'azz', 'it', 'clogging', 'up', 'my', 'gab', 'feed', 'and', 'it', 'retarded', 'thanks']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['sad', 'nigga', 'hours']","[0, 0, 0]",normal
"['wow', 'i', 'love', 'this', 'premier', 'content', 'of', 'you', 'calling', 'people', 'faggots', 'all', 'day', 'it', 'a', 'clear', 'sign', 'of', 'intellectual', 'dominance']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['shalom', 'aussie', 'goyim', 'my', 'name', 'is', 'gladys', 'berejiklian', 'i', 'call', 'myself', 'an', 'armenian', 'but', 'in', 'fact', 'i', 'am', 'a', 'ratfaced', 'kike', 'looking', 'to', 'implement', 'communism', 'in', 'your', 'country', 'do', 'you', 'like', 'my', 'gallah', 'beak']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['coon', 'cheese', 'holy', 'gawds', 'the', 'progressives', 'here', 'would', 'melt', 'in', 'the', 'grocery', 'aisle']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['rt', 'realdonaldtrump', 'our', 'fallen', 'heroes', 'have', 'not', 'only', 'written', 'our', 'history', 'they', 'have', 'shaped', 'our', 'destiny', 'they', 'saved', 'the', 'lives', 'of', 'the', 'men', 'and', 'women', 'with', 'whom', 'they', 'served', 'they', 'cared', 'for', 'their', 'families', 'more', 'than', 'anything', 'in', 'the', 'world', 'they', 'loved', 'their', 'families', 'they', 'inspired', 'their', 'communities', 'https']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'americans', 'hate', 'you', 'so', 'much', 'they', 'would', 'rather', 'vote', 'for', 'an', 'illegal', 'alien', 'who', 'wanted', 'to', 'destroy', 'the', 'usa', 'as', 'much', 'as', 'you', 'did', 'he', 'just', 'did', 'not', 'seem', 'as', 'dangerously', 'stupid']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['i', 'have', 'learned', 'so', 'many', 'things', 'from', 'listening', 'to', 'mr', 'bond', 'songs', 'for', 'example', 'there', 'a', 'surprisingly', 'large', 'number', 'of', 'words', 'that', 'rhyme', 'with', 'kike']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",hatespeech
"['rt', '<user>', 'moving', 'is', 'so', 'ghetto', 'who', 'tf', 'wanna', 'pack', 'up', 'boxes', 'all', 'day', '🥴']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', '<user>', 'sorry', 'if', 'you', 'are', 'going', 'to', 'kill', 'yourself', 'smoking', 'why', 'go', 'to', 'the', 'va', 'they', 'can', 'not', 'help', 'those', 'who', 'dont', 'want', 'help']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['too', 'white', 'what', 'utter', 'utter', 'fucking', 'bullshit', 'maybe', 'it', 'is', 'because', 'the', 'blacks', 'are', 'too', 'dumb', 'to', 'ride', 'and', 'asians', 'feel', 'they', 'cannot', 'kill', 'with', 'a', 'cycle', 'the', 'only', 'time', 'you', 'see', 'a', 'black', 'on', 'a', 'bike', 'is', 'when', 'he', 'has', 'just', 'stolen', 'it']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['all', 'you', 'gotta', 'say', 'is', 'fuck', 'me', 'then', 'it', 'gon', 'always', 'be', 'fuck', 'you', 'too', '💯']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['<user>', 'yes', 'they', 'put', 'fear', 'in', 'black', 'people', 'jews', 'and', 'even', 'white', 'civil', 'rights', 'workers', 'and', 'they', 'deny', 'the', 'holocaust', 'ever', 'happened']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['kid', 'trunks', 'kid', 'buu', 'whats', 'next', 'a', 'nigga', 'name', 'yung', 'goku']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['cannibal', 'holocaust', 'was', 'not', 'as', 'horrid', 'as', 'i', 'was', 'led', 'to', 'believe']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'white', 'bitch', 'who', 'killed', 'her', 'neighbor', 'and', 'thought', 'he', 'was', 'an', 'intruder', 'was', 'just', 'convicted', 'of', 'murder', 'score', 'a', 'million', 'for', 'the', 'people', 'a', 'cop', 'going', 'behind', 'bars']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['u', 'niggers', 'r', 'coonin', 'for', 'that', 'kanye', 'shit']","[0, 1, 0, 1, 0, 0, 0, 0]",hatespeech
"['<user>', 'i', 'went', 'to', 'see', 'her', 'in', 'black', 'ass', 'baltimore', 'and', 'it', 'was', 'all', 'white']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['nigga', 'at', 'work', 'said', 'i', 'look', 'like', 'a', 'subway', 'surfer']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",normal
"['the', 'only', 'spic', 'i', 'd', 'stick', 'my', 'dick', 'in', 'tbh']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",hatespeech
"['weinstein', 'amazon', 'vox', 'gq', 'the', 'left', 'is', 'eating', 'itself', 'right', 'now', 'the', 'deathmatch', 'du', 'jour', 'is', 'lecherous', 'kikes', 'versus', 'cat', 'ladies', 'we', 'need', 'to', 'meme', 'a', 'race', 'war', 'between', 'nigs', 'and', 'beaners', 'for', '<number>']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",hatespeech
